# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Aug  3 20:42:29 2024
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%imaging%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,0,2,1,Imaging,2015,Paranal Observatory,Published Confirmed,0,<a refstr=DUPUY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.1688D/abstract target=ref>Dupuy et al. 2023</a>,5800000.00000000,3000000.00000000,-4000000.00000000,0,350.000000,110.000000,-150.000000,0,14.572,,,0,1.300,,,0,3813.94088,31.78284,-31.78284,0,12.00000,0.10000,-0.10000,0,Mass,0.680000,0.110000,-0.100000,0,,,,,1153,5,-5,0,0,<a refstr=DUPUY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.1688D/abstract target=ref>Dupuy et al. 2023</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h56m02.15s,194.0089640,-12d57m21.71s,-12.9560310,,,,17.7300000,0.2000000,-0.2000000,10.0440000,0.0210000,-0.0210000,,,,2023-04-17,2023-02,2023-04-17
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,0,2,1,Imaging,2015,Paranal Observatory,Published Confirmed,0,<a refstr=RICH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830..114R/abstract target=ref>Rich et al. 2016</a>,,,,,,,,,,,,,,,,,13603.12400,10234.12600,-10265.90900,0,42.80000,32.20000,-32.30000,0,Mass,,,,,,,,,,,,,0,<a refstr=RICH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...830..114R/abstract target=ref>Rich et al. 2016</a>,,,,,,,,,,0.06,,,-1,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h56m02.15s,194.0089640,-12d57m21.71s,-12.9560310,,,,17.7300000,0.2000000,-0.2000000,10.0440000,0.0210000,-0.0210000,,,,2016-08-04,2016-10,2016-08-04
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,0,2,1,Imaging,2015,Paranal Observatory,Published Confirmed,0,<a refstr=GAUZA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804...96G/abstract target=ref>Gauza et al. 2015</a>,,,,,102.000000,9.000000,-9.000000,0,,,,,,,,,3559.69600,3082.95100,-572.09400,0,11.20000,9.70000,-1.80000,0,Mass,,,,,,,,,,,,,0,<a refstr=GAUZA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804...96G/abstract target=ref>Gauza et al. 2015</a>,M7.5,2620.00,140.00,-140.00,0,,,,,0.07,0.02,-0.01,0,,,,,,5.05,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h56m02.15s,194.0089640,-12d57m21.71s,-12.9560310,,,,17.7300000,0.2000000,-0.2000000,10.0440000,0.0210000,-0.0210000,,,,2015-05-14,2015-05,2015-05-14
WD 0806-661 b,WD 0806-661,1,1,1,Imaging,2011,Spitzer Space Telescope,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...732L..29R/abstract target=ref> Rodriguez et al. 2011 </a>,,,,,2500.000000,,,0,,,,,,,,,2542.62726,635.65681,-635.65681,0,8.00000,2.00000,-2.00000,0,Mass,,,,,,,,,340,10,-10,0,0,<a refstr=RODRIGUEZ_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...732L..29R/abstract target=ref> Rodriguez et al. 2011 </a>,DQ,,,,,,,,,0.62,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h06m54.62s,121.7275683,-66d18m21.18s,-66.3058835,19.2444000,0.0073000,-0.0073000,13.8550000,0.1370000,-0.1370000,13.7810000,0.0430000,-0.0430000,13.6826000,0.0003390,-0.0003390,2022-04-12,2011-05,2022-04-12
WD 0806-661 b,WD 0806-661,0,1,1,Imaging,2011,Spitzer Space Telescope,Published Confirmed,0,<a refstr=LUHMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...744..135L/abstract target=ref> Luhman et al. 2012 </a>,,,,,2500.000000,,,0,,,,,,,,,2383.60000,476.70000,-476.70000,0,7.50000,1.50000,-1.50000,0,Mass,,,,,,,,,323,23,-23,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h06m54.62s,121.7275683,-66d18m21.18s,-66.3058835,19.2444000,0.0073000,-0.0073000,13.8550000,0.1370000,-0.1370000,13.7810000,0.0430000,-0.0430000,13.6826000,0.0003390,-0.0003390,2014-05-14,2012-01,2014-05-14
WISE J033605.05-014350.4 b,WISE J033605.05-014350.4,1,1,1,Imaging,2023,James Webb Space Telescope (JWST),Published Confirmed,0,<a refstr=CALISSENDORFF_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...947L..30C/abstract target=ref>Calissendorff et al. 2023</a>,2560.00000000,730.00000000,-730.00000000,0,0.970000,0.050000,-0.050000,0,,,,,,,,,2622.08436,1350.77073,-1350.77073,0,8.25000,4.25000,-4.25000,0,Mass,,,,,,,,,325,15,-10,0,0,<a refstr=CALISSENDORFF_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...947L..30C/abstract target=ref>Calissendorff et al. 2023</a>,,415.00,20.00,-20.00,0,,,,,0.01,0.01,-0.01,0,,,,,,,,,,<a refstr=WENGER_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000A&AS..143....9W/abstract target=ref>Wenger et al. 2000</a>,03h36m05.05s,54.0210417,-01d43m50.5s,-1.7306944,,,,,,,,,,,,,2023-05-03,2023-04,2023-05-03
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,1,1,1,Imaging,2012,W. M. Keck Observatory,Published Confirmed,0,<a refstr=LEGGETT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780...62L/abstract target=ref> Leggett et al. 2014 </a>,,,,,8.000000,1.300000,-1.300000,0,10.468,0.327,-0.327,0,0.934,0.029,-0.029,0,6992.00000,636.00000,-636.00000,0,22.00000,2.00000,-2.00000,0,Mass,,,,,,,,,450,,,0,0,<a refstr=LEGGETT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780...62L/abstract target=ref> Leggett et al. 2014 </a>,T8.5,575.00,25.00,-25.00,0,0.09,0.00,0.00,0,0.03,0.01,-0.01,0,,,,,,5.00,0.10,-0.10,0,<a refstr=BOUVIER_AND_APPENZELLER_1992 href=https://ui.adsabs.harvard.edu/abs/1992A%26AS...92..481B/abstract target=ref> Bouvier and Appenzeller 1992 </a>,12h17m56.91s,184.4871250,+16d26m40.2s,16.4445000,,,,,,,,,,,,,2014-05-14,2014-01,2014-05-14
YSES 2 b,YSES 2,1,1,1,Imaging,2021,Paranal Observatory,Published Confirmed,0,<a refstr=BOHN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..73B/abstract target=ref>Bohn et al. 2021</a>,,,,,115.000000,,,0,,,,,,,,,2002.31896,508.52545,-286.04557,0,6.30000,1.60000,-0.90000,0,Mass,,,,,,,,,,,,,0,<a refstr=BOHN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...648A..73B/abstract target=ref>Bohn et al. 2021</a>,K1 V,4749.00,40.00,-40.00,0,1.19,0.02,-0.02,0,1.10,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h27m55.27s,171.9802779,-66d26m04.46s,-66.4345736,109.4060000,0.3740000,-0.3730000,10.8850000,0.0110000,-0.0110000,8.3580000,0.0290000,-0.0290000,10.5352000,0.0023190,-0.0023190,2021-05-28,2021-04,2021-05-28
YSES 2 b,YSES 2,0,1,1,Imaging,2021,Paranal Observatory,Published Confirmed,0,<a refstr=WOOD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221203266W/abstract target=ref>Wood et al. 2022</a>,,,,,,,,,,,,,,,,,2669.75862,476.74261,-476.74261,0,8.40000,1.50000,-1.50000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h27m55.27s,171.9802779,-66d26m04.46s,-66.4345736,109.4060000,0.3740000,-0.3730000,10.8850000,0.0110000,-0.0110000,8.3580000,0.0290000,-0.0290000,10.5352000,0.0023190,-0.0023190,2022-12-17,2022-12,2022-12-17
b Cen AB b,b Cen A,1,2,1,Imaging,2021,Paranal Observatory,Published Confirmed,0,<a refstr=JANSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Natur.600..231J/abstract target=ref>Janson et al. 2021</a>,1790000.00000000,830000.00000000,-830000.00000000,0,556.000000,17.000000,-17.000000,0,,,,,,,,,3464.32964,508.52545,-508.52545,0,10.90000,1.60000,-1.60000,0,Mass,0.400000,,,1,,,,,,,,,0,<a refstr=JANSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021Natur.600..231J/abstract target=ref>Janson et al. 2021</a>,B2.5 V,,,,,,,,,5.50,0.50,-0.50,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h41m57.55s,220.4897992,-37d47m37.08s,-37.7936323,98.0935000,6.7875000,-5.9734000,4.0100000,0.0300000,-0.0300000,4.4870000,0.0260000,-0.0260000,4.0109300,0.0089181,-0.0089181,2022-01-24,2021-12,2022-01-24
bet Pic b,bet Pic,0,1,2,Imaging,2008,Paranal Observatory,Published Confirmed,0,<a refstr=LAGRANGE_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...493L..21L/abstract target=ref> Lagrange et al. 2009 </a>,6000.00000000,,,0,8.000000,,,0,,,,,,,,,2542.53300,1589.08300,-635.63300,0,8.00000,4.00000,-2.00000,0,Mass,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,8038.68,,,0,1.54,,,0,1.95,,,0,,,,,,4.35,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h47m17.10s,86.8212337,-51d03m58.13s,-51.0661480,19.7442000,0.1320000,-0.1303000,3.8500000,0.0300000,-0.0300000,3.5260000,0.2220000,-0.2220000,3.8201500,0.0044271,-0.0044271,2018-10-05,2009-01,2014-05-16
bet Pic b,bet Pic,1,1,2,Imaging,2008,Paranal Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,8617.50952000,91.69540000,-75.38053000,0,10.018000,0.082000,-0.076000,0,,,,,,,,,3727.80939,742.76499,-678.56365,0,11.72900,2.33700,-2.13500,0,Mass,0.106000,0.007000,-0.006000,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,1.79,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h47m17.10s,86.8212337,-51d03m58.13s,-51.0661480,19.7442000,0.1320000,-0.1303000,3.8500000,0.0300000,-0.0300000,3.5260000,0.2220000,-0.2220000,3.8201500,0.0044271,-0.0044271,2023-06-12,2022-09,2023-06-12
bet Pic b,bet Pic,0,1,2,Imaging,2008,Paranal Observatory,Published Confirmed,0,<a refstr=CURRIE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...776...15C/abstract target=ref>Currie et al. 2013</a>,,,,,,,,,18.495,0.673,-0.673,0,1.650,0.060,-0.060,0,2224.81000,1271.32000,-953.49000,0,7.00000,4.00000,-3.00000,0,Mass,,,,,,,,,1612,38,-38,0,0,<a refstr=CURRIE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...776...15C/abstract target=ref>Currie et al. 2013</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h47m17.10s,86.8212337,-51d03m58.13s,-51.0661480,19.7442000,0.1320000,-0.1303000,3.8500000,0.0300000,-0.0300000,3.5260000,0.2220000,-0.2220000,3.8201500,0.0044271,-0.0044271,2018-10-05,2013-10,2015-08-13
bet Pic b,bet Pic,0,1,2,Imaging,2008,Paranal Observatory,Published Confirmed,0,<a refstr=SNELLEN__AMP__BROWN_2018 href=https://ui.adsabs.harvard.edu/abs/2018NatAs...2..883S/abstract target=ref>Snellen &amp; Brown 2018</a>,8110.00000000,,,-1,,,,,,,,,,,,,3496.13000,635.66000,-635.66000,0,11.00000,2.00000,-2.00000,0,Mass,,,,,,,,,,,,,0,<a refstr=SNELLEN__AMP__BROWN_2018 href=https://ui.adsabs.harvard.edu/abs/2018NatAs...2..883S/abstract target=ref>Snellen &amp; Brown 2018</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h47m17.10s,86.8212337,-51d03m58.13s,-51.0661480,19.7442000,0.1320000,-0.1303000,3.8500000,0.0300000,-0.0300000,3.5260000,0.2220000,-0.2220000,3.8201500,0.0044271,-0.0044271,2018-10-05,2018-08,2018-10-04
bet Pic b,bet Pic,0,1,2,Imaging,2008,Paranal Observatory,Published Confirmed,0,<a refstr=BONNEFOY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567L...9B/abstract target=ref> Bonnefoy et al. 2014</a>,,,,,8.900000,0.400000,-0.600000,0,16.800,2.200,-2.200,0,1.500,0.200,-0.200,0,6356.00000,,,1,20.00000,,,1,Mass,,,,,,,,,1650,150,-150,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,8038.68,,,0,1.54,,,0,1.95,,,0,,,,,,4.35,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h47m17.10s,86.8212337,-51d03m58.13s,-51.0661480,19.7442000,0.1320000,-0.1303000,3.8500000,0.0300000,-0.0300000,3.5260000,0.2220000,-0.2220000,3.8201500,0.0044271,-0.0044271,2018-10-05,2014-07,2014-07-23
bet Pic b,bet Pic,0,1,2,Imaging,2008,Paranal Observatory,Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...794..158N/abstract target=ref>Nielsen et al. 2014</a>,7665.00000000,7300.00000000,-730.00000000,0,9.100000,5.300000,-0.500000,0,,,,,,,,,,,,,,,,,,0.080000,0.320000,-0.060000,0,,,,,,,,,0,<a refstr=NIELSEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...794..158N/abstract target=ref>Nielsen et al. 2014</a>,,,,,,,,,,1.76,0.18,-0.17,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h47m17.10s,86.8212337,-51d03m58.13s,-51.0661480,19.7442000,0.1320000,-0.1303000,3.8500000,0.0300000,-0.0300000,3.5260000,0.2220000,-0.2220000,3.8201500,0.0044271,-0.0044271,2018-10-05,2014-10,2015-08-13
bet Pic b,bet Pic,0,1,2,Imaging,2008,Paranal Observatory,Published Confirmed,0,<a refstr=LAGRANGE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3.1135L/abstract target=ref>Lagrange et al. 2019</a>,7800.00000000,,,0,9.000000,0.400000,-0.400000,0,,,,,,,,,3146.51700,,,0,9.90000,,,0,Mass,0.055000,,,1,,,,,,,,,0,<a refstr=LAGRANGE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3.1135L/abstract target=ref>Lagrange et al. 2019</a>,,,,,,,,,,1.75,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h47m17.10s,86.8212337,-51d03m58.13s,-51.0661480,19.7442000,0.1320000,-0.1303000,3.8500000,0.0300000,-0.0300000,3.5260000,0.2220000,-0.2220000,3.8201500,0.0044271,-0.0044271,2019-08-27,2019-08,2019-08-29
bet Pic b,bet Pic,0,1,2,Imaging,2008,Paranal Observatory,Published Confirmed,0,<a refstr=WANG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...97W/abstract target=ref>Wang et al. 2016</a>,8207.00000000,1377.00000000,-825.00000000,0,9.660000,1.120000,-0.640000,0,,,,,,,,,,,,,,,,,,0.080000,0.091000,-0.053000,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,8038.68,,,0,1.54,,,0,1.95,,,0,,,,,,4.35,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h47m17.10s,86.8212337,-51d03m58.13s,-51.0661480,19.7442000,0.1320000,-0.1303000,3.8500000,0.0300000,-0.0300000,3.5260000,0.2220000,-0.2220000,3.8201500,0.0044271,-0.0044271,2018-10-05,2016-10,2016-08-04
bet Pic b,bet Pic,0,1,2,Imaging,2008,Paranal Observatory,Published Confirmed,0,<a refstr=MACINTOSH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014PNAS..11112661M/abstract target=ref>Macintosh et al. 2014</a>,7482.50000000,1058.50000000,-511.00000000,0,9.040000,0.820000,-0.410000,0,,,,,,,,,,,,,,,,,,0.060000,0.070000,-0.040000,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,8038.68,,,0,1.54,,,0,1.95,,,0,,,,,,4.35,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h47m17.10s,86.8212337,-51d03m58.13s,-51.0661480,19.7442000,0.1320000,-0.1303000,3.8500000,0.0300000,-0.0300000,3.5260000,0.2220000,-0.2220000,3.8201500,0.0044271,-0.0044271,2018-10-05,2014-03,2014-05-14
